SCHOOL NO.,ENGLISH CATEGORY,ENGLISH NAME,ENGLISH ADDRESS,LONGITUDE,LATITUDE,EASTING,NORTHING,STUDENTS GENDER,SESSION,DISTRICT,FINANCE TYPE,SCHOOL LEVEL,TELEPHONE,FAX NUMBER,WEBSITE,RELIGION
515000000123,Aided Primary Schools,YAUMATI KAIFONG ASSOCIATION SCHOOL,80 PUBLIC SQUARE STREET YAUMATEI KOWLOON,114.171682,22.31022463,835733.0,819028.0,CO-ED,WHOLE DAY,YAU TSIM MONG,AIDED,PRIMARY,23888327,27830854,http://www.ymtkfas.edu.hk,NOT APPLICABLE
513113000123,Aided Primary Schools,OBLATE PRIMARY SCHOOL,1 SHUN FUNG STREET TOKWAWAN KOWLOON,114.19182117,22.31583202,837808.0,819649.0,CO-ED,WHOLE DAY,KOWLOON CITY,AIDED,PRIMARY,23648375,23648335,http://www.ops.edu.hk,CATHOLICISM
510971000123,Aided Primary Schools,GOOD COUNSEL CATHOLIC PRIMARY SCHOOL,9 KWONG LEE ROAD SHAMSHUIPO KOWLOON,114.15971164,22.34038597,834500.0,822368.0,CO-ED,WHOLE DAY,SHAM SHUI PO,AIDED,PRIMARY,23865392,27089954,http://www.gccps.edu.hk,CATHOLICISM
115606000123,Aided Primary Schools,KING LAM CATHOLIC PRIMARY SCHOOL,KING LAM ESTATE 38 PO LAM ROAD NORTH TSEUNG KWAN O NEW TERRITORIES,114.26024919,22.32038074,844858.0,820155.0,CO-ED,WHOLE DAY,SAI KUNG,AIDED,PRIMARY,27030499,27040977,http://www.klcps.edu.hk,CATHOLICISM
115657000123,Aided Primary Schools,SACRED HEART OF MARY CATHOLIC PRIMARY SCHOOL,ESTATE PRIMARY SCHOOL FU HENG ESTATE PHASE I AREA 8 TAI PO NEW TERRITORIES,114.17176402,22.4571693,835742.0,835300.0,CO-ED,WHOLE DAY,TAI PO,AIDED,PRIMARY,26606161,26667048,http://www.shmcps.edu.hk,CATHOLICISM
536547000223,Aided Primary Schools,TUNG CHUNG CATHOLIC SCHOOL,8 YAT TUNG STREET YAT TUNG (2) ESTATE TUNG CHUNG LANTAU ISLAND NEW TERRITORIES,113.93545348,22.28267348,811388.0,815997.0,CO-ED,WHOLE DAY,ISLANDS,AIDED,PRIMARY,21094962,21210166,http://www.tccs.edu.hk,CATHOLICISM
514454000123,Aided Primary Schools,TAK SUN SCHOOL,103 AUSTIN ROAD AND 3/F & PORTION OF 4/F REAR BUILDING 103 AUSTIN ROAD KOWLOON,114.17232275,22.30388517,835799.0,818326.0,BOYS,WHOLE DAY,YAU TSIM MONG,AIDED,PRIMARY,23673446,23661589,http://www.taksun.edu.hk,CATHOLICISM
514390000123,Aided Primary Schools,TAI KOK TSUI CATHOLIC PRIMARY SCHOOL,148 TAI KOK TSUI ROAD KOWLOON ( SCHOOL IMPROVEMENT PROGRAMME ),114.16216953,22.32209929,834753.0,820343.0,CO-ED,WHOLE DAY,YAU TSIM MONG,AIDED,PRIMARY,23933559,23911906,http://www.tktcps.edu.hk,CATHOLICISM
511358000123,Aided Primary Schools,CANOSSA SCHOOL (HONG KONG),8 HOI CHAK STREET QUARRY BAY HONG KONG,114.21127453,22.28887268,839813.0,816664.0,CO-ED,WHOLE DAY,EASTERN,AIDED,PRIMARY,25610115,25627840,http://www.canossahk.edu.hk,CATHOLICISM
524581000123,Aided Primary Schools,CHI LIN BUDDHIST PRIMARY SCHOOL,1 TONG CHUN STREET TSEUNG KWAN O SAI KUNG NEW TERRITORIES,114.26094207,22.3104377,844930.0,819054.0,CO-ED,WHOLE DAY,SAI KUNG,AIDED,PRIMARY,22463959,22463972,http://www.chilinbps.edu.hk,BUDDHISM
536377000123,Aided Primary Schools,KING'S COLLEGE OLD BOYS' ASSOCIATION PRIMARY SCHOOL NO. 2,40 PO HING FONG SHEUNG WAN HONG KONG,114.14783166,22.28416879,833275.0,816143.0,CO-ED,WHOLE DAY,CENTRAL AND WESTERN,AIDED,PRIMARY,25477575,25473555,http://www.kcobaps2.edu.hk,NOT APPLICABLE
514365000123,Aided Primary Schools,TA KU LING LING YING PUBLIC SCHOOL,"CHOW TIN VILLAGE, TA KU LING, NORTH DISTRICT, NEW TERRITORIES",114.14202417,22.53728329,832683.0,844172.0,CO-ED,WHOLE DAY,NORTH,AIDED,PRIMARY,26740538,26592061,http://www.lyps.edu.hk,NOT APPLICABLE
113751000123,Aided Primary Schools,TSUEN WAN CATHOLIC PRIMARY SCHOOL,37-41 TAK WAH STREET TSUEN WAN NEW TERRITORIES,114.11914221,22.36912988,830322.0,825552.0,CO-ED,WHOLE DAY,TSUEN WAN,AIDED,PRIMARY,24923460,24926395,http://www.twcps.edu.hk,CATHOLICISM
522040000123,Aided Primary Schools,POK OI HOSPITAL CHAN KWOK WAI PRIMARY SCHOOL,SHEUNG TAK ESTATE TSEUNG KWAN O NEW TERRITORIES,114.25809992,22.31306705,844637.0,819345.0,CO-ED,WHOLE DAY,SAI KUNG,AIDED,PRIMARY,21785700,21785775,http://www.pohckwps.edu.hk,NOT APPLICABLE
535788000123,Aided Primary Schools,TSZ WAN SHAN ST BONAVENTURE CATHOLIC PRIMARY SCHOOL,NING WAH STREET TSZ CHING ESTATE TSZ WAN SHAN KOWLOON,114.20311528,22.3497675,838971.0,823407.0,CO-ED,WHOLE DAY,WONG TAI SIN,AIDED,PRIMARY,23206226,23255707,http://www.tsbcps.edu.hk,CATHOLICISM
522171000123,Aided Primary Schools,CHRISTIAN & MISSIONARY ALLIANCE SUN KEI PRIMARY SCHOOL,SHEUNG TAK ESTATE TSEUNG KWAN O NEW TERRITORIES,114.2577697,22.31266084,844603.0,819300.0,CO-ED,WHOLE DAY,SAI KUNG,AIDED,PRIMARY,21916996,21916995,http://www.sunkei.edu.hk,PROTESTANTISM / CHRISTIANITY
512060000123,Aided Primary Schools,HOLY FAMILY CANOSSIAN SCHOOL,102 JUNCTION ROAD KOWLOON CITY KOWLOON,114.1872412,22.33118439,837336.0,821349.0,GIRLS,WHOLE DAY,KOWLOON CITY,AIDED,PRIMARY,23821035,23824406,http://www.hfkc.edu.hk,CATHOLICISM
512044000123,Aided Primary Schools,HOLY ANGELS CANOSSIAN SCHOOL,21 HOK YUEN STREET HUNG HOM KOWLOON,114.18627885,22.31061276,837237.0,819071.0,GIRLS,WHOLE DAY,KOWLOON CITY,AIDED,PRIMARY,23624448,23646665,http://www.hacs.edu.hk,CATHOLICISM
113778000123,Aided Primary Schools,HOLY CROSS LUTHERAN SCHOOL,31 LO TAK COURT TSUEN WAN NEW TERRITORIES,114.11480031,22.37318299,829875.0,826001.0,CO-ED,WHOLE DAY,TSUEN WAN,AIDED,PRIMARY,24157878,24900049,http://www.hcls.edu.hk,PROTESTANTISM / CHRISTIANITY
113433000123,Aided Primary Schools,HOLY FAMILY SCHOOL,1 SHING KA ROAD PENG CHAU NEW TERRITORIES,114.03928534,22.28195028,822088.5,815903.5,CO-ED,WHOLE DAY,ISLANDS,AIDED,PRIMARY,29830785,29831247,http://www.holyfamily.edu.hk,CATHOLICISM
150819000123,Aided Primary Schools,EMMANUEL PRIMARY SCHOOL,13 MILES CASTLE PEAK ROAD SHAM TSENG NEW TERRITORIES,114.0599835,22.3683033,824229.0,825464.0,CO-ED,WHOLE DAY,TSUEN WAN,AIDED,PRIMARY,24910256,24915752,http://www.emm.edu.hk,PROTESTANTISM / CHRISTIANITY
115703000123,Aided Primary Schools,TAI PO METHODIST SCHOOL,10 TUNG LEUNG ROAD TAI PO NEW TERRITORIES,114.17519361,22.45659143,836095.0,835236.0,CO-ED,WHOLE DAY,TAI PO,AIDED,PRIMARY,26622011,26678035,http://www.tpms.edu.hk,PROTESTANTISM / CHRISTIANITY
511137000123,Aided Primary Schools,APLICHAU KAIFONG PRIMARY SCHOOL,9 LEI TUNG ESTATE ROAD LEI TUNG ESTATE APLICHAU HONG KONG,114.1540878,22.2404885,833919.0,811306.0,CO-ED,WHOLE DAY,SOUTHERN,AIDED,PRIMARY,28711669,28711716,http://www.akps.edu.hk,NOT APPLICABLE
115533000123,Aided Primary Schools,BUDDHIST WING YAN SCHOOL,6 FUNG YAU STREET SOUTH YUEN LONG NEW TERRITORIES,114.03372293,22.4410769,821532.0,833525.0,CO-ED,WHOLE DAY,YUEN LONG,AIDED,PRIMARY,24750433,24746497,http://www.bwys.edu.hk,BUDDHISM
513253000123,Aided Primary Schools,PO YAN OBLATE PRIMARY SCHOOL,15 LOK SIN ROAD KOWLOON,114.19250235,22.33183416,837878.0,821421.0,CO-ED,WHOLE DAY,WONG TAI SIN,AIDED,PRIMARY,23823474,23834403,http://www.poyan.edu.hk,CATHOLICISM
132853000123,Aided Primary Schools,ST CHARLES SCHOOL,25 POKFIELD ROAD KENNEDY TOWN HONG KONG,114.12986192,22.28058845,831423.0,815747.0,CO-ED,WHOLE DAY,CENTRAL AND WESTERN,AIDED,PRIMARY,28173325,28177813,http://www.stcharles.edu.hk,CATHOLICISM
511676000123,Aided Primary Schools,CONFUCIAN TAI SHING PRIMARY SCHOOL,10 TAI SHING STREET WONG TAI SIN KOWLOON,114.19401729,22.33734266,838034.0,822031.0,CO-ED,WHOLE DAY,WONG TAI SIN,AIDED,PRIMARY,23203301,23202943,http://www.taishingprimary.edu.hk,CONFUCIANISM
512192000123,Aided Primary Schools,ELCHK HUNG HOM LUTHERAN PRIMARY SCHOOL,39 PAU CHUNG STREET KOWLOON,114.18799731,22.31834284,837414.0,819927.0,CO-ED,WHOLE DAY,KOWLOON CITY,AIDED,PRIMARY,27121543,27142476,http://www.hhlps.edu.hk,PROTESTANTISM / CHRISTIANITY
115398000123,Aided Primary Schools,TUNG WAH GROUP OF HOSPITALS HONG KONG & KOWLOON ELECTRICAL APPLIANCES MERCHANTS ASSOCIATION LTD. SCHOOL,"STANDARD PRIMARY SCHOOL, 2 CHI CHEONG ROAD, SHEUNG SHUI, NEW TERRITORIES",114.13229549,22.50020219,831681.0,840066.0,CO-ED,WHOLE DAY,NORTH,AIDED,PRIMARY,26723285,26737741,http://www.eama.edu.hk,NOT APPLICABLE
511242000223,Aided Primary Schools,BUDDHIST CHI KING PRIMARY SCHOOL,12 KAI LAI ROAD KOWLOON BAY KOWLOON,114.20714908,22.32775929,839387.0,820970.0,CO-ED,WHOLE DAY,KWUN TONG,AIDED,PRIMARY,27597722,27507448,http://www.bckps.edu.hk,BUDDHISM
511196000123,Aided Primary Schools,BISHOP FORD MEMORIAL SCHOOL,20 PUI MAN STREET TUNG TAU TSUEN KOWLOON,114.1900847,22.33514048,837628.9,821787.1,CO-ED,WHOLE DAY,WONG TAI SIN,AIDED,PRIMARY,23360206,23368325,http://www.bfordms.edu.hk,CATHOLICISM
514446000223,Aided Primary Schools,TAIKOO PRIMARY SCHOOL,1100 KING'S ROAD HONG KONG,114.21485395,22.28404953,840182.0,816130.0,CO-ED,WHOLE DAY,EASTERN,AIDED,PRIMARY,25615555,28563550,http://www.tps.edu.hk,NOT APPLICABLE
535664000123,Aided Primary Schools,SAU MING PRIMARY SCHOOL,5 SAU FUNG STREET SAU MAU PING KWUN TONG KOWLOON,114.232839,22.31948044,842034.0,820054.0,CO-ED,WHOLE DAY,KWUN TONG,AIDED,PRIMARY,23493478,23796807,http://www.saumingps.edu.hk,NOT APPLICABLE
112992000123,Aided Primary Schools,PUI LING SCHOOL OF THE PRECIOUS BLOOD,13 ON LOK MUN STREET ON LOK TSUEN FANLING NT,114.1440264,22.49747783,832888.0,839764.0,CO-ED,WHOLE DAY,NORTH,AIDED,PRIMARY,26756617,26776207,http://www.plpb.edu.hk,CATHOLICISM
113980000223,Aided Primary Schools,S.K.H. CHU OI PRIMARY SCHOOL,45 TUNG CHI STREET SHEK YAM KWAI CHUNG NEW TERRITORIES,114.13965771,22.37095103,832435.0,825753.0,CO-ED,WHOLE DAY,KWAI TSING,AIDED,PRIMARY,24267424,24272233,http://www.chuoi.edu.hk,PROTESTANTISM / CHRISTIANITY
114200000223,Aided Primary Schools,THE CHURCH OF CHRIST IN CHINA HOH FUK TONG PRIMARY SCHOOL,41 LUNG MUN ROAD TUEN MUN NEW TERRITORIES,113.96719332,22.38652354,814675.0,827492.0,CO-ED,WHOLE DAY,TUEN MUN,AIDED,PRIMARY,24597156,24521903,http://www.hft.edu.hk,PROTESTANTISM / CHRISTIANITY
528986000123,Aided Primary Schools,SAI KUNG SUNG TSUN CATHOLIC SCHOOL (PRIMARY SECTION),BLOCKS F & G ANCILLARY BLOCK PO TUNG ROAD SAI KUNG NEW TERRITORIES (DD 221 LOT 1762),114.27042398,22.38283047,845902.0,827071.0,CO-ED,WHOLE DAY,SAI KUNG,AIDED,PRIMARY,27922246,27926448,http://www.stcps.edu.hk,CATHOLICISM
529532000123,Aided Primary Schools,QUEEN ELIZABETH SCHOOL OLD STUDENTS' ASSOCIATION BRANCH PRIMARY SCHOOL,AREA 3 PHASE 4 TIN SHUI WAI YUEN LONG NT,114.00270669,22.44742191,818340.0,834231.0,CO-ED,WHOLE DAY,YUEN LONG,AIDED,PRIMARY,24478686,26174488,https://www.qbps.edu.hk,NOT APPLICABLE
115622000123,Aided Primary Schools,FONG SHU FOOK TONG FOUNDATION FONG SHU CHUEN PRIMARY SCHOOL,WAH MING ESTATE PHASE II FANLING NT,114.14116328,22.48268542,832593.0,838126.0,CO-ED,WHOLE DAY,NORTH,AIDED,PRIMARY,27082211,27082882,http://www.fsc.edu.hk,NOT APPLICABLE
535796000123,Aided Primary Schools,YAUMATI CATHOLIC PRIMARY SCHOOL (HOI WANG ROAD),10 HOI WANG ROAD YAU MA TEI KOWLOON,114.16409214,22.31341202,834951.0,819381.0,CO-ED,WHOLE DAY,YAU TSIM MONG,AIDED,PRIMARY,26250766,26250262,http://www.ycps.edu.hk,CATHOLICISM
510920000223,Aided Primary Schools,PUN U ASSOCIATION WAH YAN PRIMARY SCHOOL,"2 PAK FUK ROAD, NORTH POINT, HONG KONG",114.20501575,22.28991241,839168.0,816779.0,BOYS,WHOLE DAY,EASTERN,AIDED,PRIMARY,25722140,25724970,http://www.puwy.edu.hk,CATHOLICISM
550396000123,Aided Primary Schools,S.K.H. KOWLOON BAY KEI LOK PRIMARY SCHOOL,6 KAI YAN STREET KOWLOON BAY KOWLOON,114.20615925,22.32889733,839285.0,821096.0,CO-ED,WHOLE DAY,KWUN TONG,AIDED,PRIMARY,27969393,27963777,http://www.kbkeilok.edu.hk,PROTESTANTISM / CHRISTIANITY
114715000123,Aided Primary Schools,TUNG WAH GROUP OF HOSPITALS TANG SHIU KIN PRIMARY SCHOOL,"ON TING ESTATE, TUEN MUN, NEW TERRITORIES",113.97721203,22.38834231,815707.0,827692.0,CO-ED,WHOLE DAY,TUEN MUN,AIDED,PRIMARY,24030311,24597235,http://www.twghtskp.edu.hk,NOT APPLICABLE
510181000223,Aided Primary Schools,PO LEUNG KUK MRS. CHAN NAM CHONG MEMORIAL PRIMARY SCHOOL,"30 HONG KEUNG STREET, SAN PO KONG, KOWLOON",114.19674471,22.33515695,838315.0,821789.0,CO-ED,WHOLE DAY,WONG TAI SIN,AIDED,PRIMARY,27599365,27999830,https://www.plkcnc.edu.hk/index/index25.aspx?nnnid=1,NOT APPLICABLE
114910000123,Aided Primary Schools,PO LEUNG KUK LEUNG CHOW SHUN KAM PRIMARY SCHOOL,WU KING ESTATE TUEN MUN NEW TERRITORIES,113.96412022,22.37674855,814357.0,826410.0,CO-ED,WHOLE DAY,TUEN MUN,AIDED,PRIMARY,24678107,24633321,https://www.plklcsk.edu.hk,NOT APPLICABLE
113972000123,Aided Primary Schools,S.K.H. YAN LAAP PRIMARY SCHOOL,399 KWAI SHING CIRCUIT KWAI CHUNG NEW TERRITORIES,114.13038689,22.36555741,831480.0,825156.0,CO-ED,WHOLE DAY,KWAI TSING,AIDED,PRIMARY,24207986,24940469,http://www.yanlaap.edu.hk,PROTESTANTISM / CHRISTIANITY
114430000123,Aided Primary Schools,HO SHUN PRIMARY SCHOOL (SPONSORED BY THE SIK SIK YUEN),ESTATE SCHOOL NO. 3 LEI MUK SHUE ESTATE NEW TERRITORIES,114.13418856,22.37976348,831872.0,826729.0,CO-ED,WHOLE DAY,TSUEN WAN,AIDED,PRIMARY,24248861,24289296,http://www.hoshun.edu.hk,"CONFUCIANISM,BUDDHISM & TAOISM"
114774000123,Aided Primary Schools,HONG KONG TAOIST ASSOCIATION THE YUEN YUEN INSTITUTE SHEK WAI KOK PRIMARY SCHOOL,ESTATE PRIMARY SCHOOL NO 2 AND ANNEX BUILDING SHEK WAI KOK ESTATE TSUEN WAN NEW TERRITORIES,114.12219854,22.37461248,830637.0,826159.0,CO-ED,WHOLE DAY,TSUEN WAN,AIDED,PRIMARY,24165447,24920024,http://www.swk.edu.hk,TAOISM
114561000123,Aided Primary Schools,THE LITTLE FLOWER'S CATHOLIC PRIMARY SCHOOL,"ESTATE SCHOOL NO. 1, WO CHE ESTATE PHASE 1, SHATIN, NEW TERRITORIES",114.19379019,22.38584576,838010.0,827402.0,CO-ED,WHOLE DAY,SHA TIN,AIDED,PRIMARY,26924593,26057950,http://www.littleflowerschool.edu.hk,CATHOLICISM
114790000123,Aided Primary Schools,THE CHURCH OF CHRIST IN CHINA KEI WAI PRIMARY SCHOOL,167-185 TSUEN KING CIRCUIT TSUEN WAN NEW TERRITORIES,114.10463117,22.37917504,828828.0,826665.0,CO-ED,WHOLE DAY,TSUEN WAN,AIDED,PRIMARY,24980383,24158656,http://www.kws.edu.hk,PROTESTANTISM / CHRISTIANITY
113409000223,Aided Primary Schools,"ALLIANCE PRIMARY SCHOOL, SHEUNG SHUI",2 WO MUK ROAD AREA 18 FANLING NEW TERRITORIES,114.14267469,22.50095425,832749.0,840149.0,CO-ED,WHOLE DAY,NORTH,AIDED,PRIMARY,26702257,26685357,http://www.apsss.edu.hk,PROTESTANTISM / CHRISTIANITY
114979000223,Aided Primary Schools,WAI CHOW PUBLIC SCHOOL (SHEUNG SHUI),"51 TIN PING ROAD, SHEUNG SHUI, NEW TERRITORIES",114.13499627,22.50342676,831959.0,840423.0,CO-ED,WHOLE DAY,NORTH,AIDED,PRIMARY,26731183,26685875,http://www.waichow.edu.hk,NOT APPLICABLE
114804000123,Aided Primary Schools,HHCKLA BUDDHIST CHAN SHI WAN PRIMARY SCHOOL,"ESTATE PRIMARY SCHOOL, CHOI YUEN ESTATE, SHEK WU HU, AREA 27A, NEW TERRITORIES",114.12820432,22.49925282,831260.0,839961.0,CO-ED,WHOLE DAY,NORTH,AIDED,PRIMARY,26716665,26685352,http://www.bcsw.edu.hk,BUDDHISM
115177000123,Aided Primary Schools,LUNG KONG WORLD FEDERATION SCHOOL LIMITED LAU TAK YUNG MEMORIAL PRIMARY SCHOOL,STANDARD PRIMARY SCHOOL 263 WU CHUI ROAD TUEN MUN NEW TERRITORIES,113.96853406,22.37301567,814811.0,825996.0,CO-ED,WHOLE DAY,TUEN MUN,AIDED,PRIMARY,24045333,26183123,http://www.ltyschool.edu.hk,NOT APPLICABLE
114960000123,Aided Primary Schools,LUTHERAN TSANG SHING SIU LEUN SCHOOL,ESTATE PRIMARY SCHOOL NO 5 PHASE III BUTTERFLY ESTATE AREA 28 TUEN MUN NEW TERRITORIES,113.96145193,22.37548979,814082.0,826271.0,CO-ED,WHOLE DAY,TUEN MUN,AIDED,PRIMARY,24665885,24643082,http://www.siuleunsch.edu.hk,PROTESTANTISM / CHRISTIANITY
114944000123,Aided Primary Schools,FIVE DISTRICTS BUSINESS WELFARE ASSOCIATION CHOW CHIN YAU SCHOOL,"SIU SHAN COURT, BUTTERFLY ESTATE, TUEN MUN, NEW TERRITORIES",113.96285615,22.37791182,814227.0,826539.0,CO-ED,WHOLE DAY,TUEN MUN,AIDED,PRIMARY,24671882,24642977,http://www.fdccys.edu.hk,NOT APPLICABLE
114863000123,Aided Primary Schools,KWAI-MING WU MEMORIAL SCHOOL OF THE PRECIOUS BLOOD,LUK YEUNG SUN CHUEN 22-66 WAI TSUEN ROAD TSUEN WAN NEW TERRITORIES,114.11905367,22.3742899,830313.1,826123.4,CO-ED,WHOLE DAY,TSUEN WAN,AIDED,PRIMARY,24989119,24153326,http://www.kmw.edu.hk,CATHOLICISM
115240000123,Aided Primary Schools,MA ON SHAN ST. JOSEPH'S PRIMARY SCHOOL,"HENG ON ESTATE, MA ON SHAN, SHATIN, NEW TERRITORIES",114.23058582,22.41702906,841798.0,830856.0,CO-ED,WHOLE DAY,SHA TIN,AIDED,PRIMARY,26429186,26433929,http://www.mossjps.edu.hk,CATHOLICISM
115134000123,Aided Primary Schools,DR. CATHERINE F. WOO MEMORIAL SCHOOL,8 TAK PO STREET CITY ONE SHATIN NEW TERRITORIES,114.20361708,22.38475173,839022.0,827281.0,CO-ED,WHOLE DAY,SHA TIN,AIDED,PRIMARY,26468902,26494296,http://www.dcfwms.edu.hk,NOT APPLICABLE
114871000123,Aided Primary Schools,THE SALVATION ARMY TIN KA PING SCHOOL,"POK HONG ESTATE, SHATIN, NEW TERRITORIES",114.1924101,22.37517181,837868.0,826220.0,CO-ED,WHOLE DAY,SHA TIN,AIDED,PRIMARY,26489283,26494305,http://www.satkp.edu.hk,PROTESTANTISM / CHRISTIANITY
115193000123,Aided Primary Schools,TUNG WAH GROUP OF HOSPITALS SIN CHU WAN PRIMARY SCHOOL,ANNEX BLOCK 38 CHIK FUK STREET TAI WAI SHATIN NEW TERRITORIES,114.17962226,22.37547958,836551.0,826254.0,CO-ED,WHOLE DAY,SHA TIN,AIDED,PRIMARY,26949272,26027661,http://www.scwps.edu.hk,NOT APPLICABLE
112836000223,Aided Primary Schools,FUK TAK EDUCATION SOCIETY PRIMARY SCHOOL,KONG HA VILLAGE SHA TAU KOK NEW TERRITORIES,114.22521543,22.547848,841240.4,845342.3,CO-ED,WHOLE DAY,NORTH,AIDED,PRIMARY,22923376,N.A.,http://www.ftesps.edu.hk,NOT APPLICABLE
521990000123,Aided Primary Schools,GRANTHAM COLLEGE OF EDUCATION PAST STUDENTS' ASSOCIATION WHAMPOA PRIMARY SCHOOL,30 TAK ON STREET WHAMPOA GARDEN HUNG HOM KOWLOON,114.19148986,22.30330661,837774.0,818262.0,CO-ED,WHOLE DAY,KOWLOON CITY,AIDED,PRIMARY,23343673,23337689,http://www.gcewps.edu.hk,NOT APPLICABLE
114146000123,Aided Primary Schools,CASTLE PEAK CATHOLIC PRIMARY SCHOOL,2 TUEN MUN HEUNG SZE WUI ROAD TUEN MUN NEW TERRITORIES,113.97506632,22.39483346,815487.0,828411.1,CO-ED,WHOLE DAY,TUEN MUN,AIDED,PRIMARY,"24574634,24573473",24586055,http://cpcps.edu.hk,CATHOLICISM
513814000123,Aided Primary Schools,SHAMSHUIPO KAIFONG WELFARE ASSOCIATION PRIMARY SCHOOL,2ND-5TH FLOORS 88 YU CHAU STREET KOWLOON,114.16499454,22.32743931,835044.1,820934.3,CO-ED,WHOLE DAY,SHAM SHUI PO,AIDED,PRIMARY,"23819504,23816909",23914112,http://www.sspkw.edu.hk,NOT APPLICABLE
514926000123,Aided Primary Schools,WONG TAI SIN CATHOLIC PRIMARY SCHOOL,102 CHING TAK STREET WONG TAI SIN KOWLOON,114.19389154,22.34094587,838021.0,822430.0,CO-ED,WHOLE DAY,WONG TAI SIN,AIDED,PRIMARY,"23208367,23255316",23208620,http://www.e-wong.edu.hk,CATHOLICISM
550418000223,Aided Primary Schools,CANOSSA PRIMARY SCHOOL (SAN PO KONG),9 CHOI YEE LANE SAN PO KONG KOWLOON,114.20202568,22.33699845,838859.0,821993.0,CO-ED,WHOLE DAY,WONG TAI SIN,AIDED,PRIMARY,23238883,23236665,http://www.cps.edu.hk,CATHOLICISM
511579000123,Aided Primary Schools,CHOI WAN ST JOSEPH'S PRIMARY SCHOOL,ESTATE PRIMARY SCHOOL NO 2 CHOI WAN ESTATE KOWLOON,114.21229131,22.33427562,839916.6,821691.7,CO-ED,WHOLE DAY,WONG TAI SIN,AIDED,PRIMARY,"27557180,27557181",23050067,http://www.cwsj.edu.hk,CATHOLICISM
514519000123,Aided Primary Schools,HONG KONG TAOIST ASSOCIATION WUN TSUEN SCHOOL,ON SHIN ROAD UPPER NGAU TAU KOK ESTATE KOWLOON,114.2177171,22.31948495,840476.0,820054.0,CO-ED,WHOLE DAY,KWUN TONG,AIDED,PRIMARY,"27570854,27574884",23313420,http://www.hktawts.edu.hk,TAOISM
510939000223,Aided Primary Schools,S.K.H. HOLY CROSS PRIMARY SCHOOL,"9 MUK HUNG STREET, KOWLOON CITY, KOWLOON",114.20434286,22.33240603,839097.8,821484.5,CO-ED,WHOLE DAY,KOWLOON CITY,AIDED,PRIMARY,"23276286,23204931",23277104,https://www.skhhcps.edu.hk/it-school/php/webcms/public/mainpage/main.php3,PROTESTANTISM / CHRISTIANITY
511692000223,Aided Primary Schools,CONSERVATIVE BAPTIST LUI MING CHOI PRIMARY SCHOOL,78 CHOI HA ROAD KOWLOON,114.21460415,22.32942839,840155.0,821155.0,CO-ED,WHOLE DAY,KWUN TONG,AIDED,PRIMARY,"27547024,27547058",23313417,http://www.lmc.edu.hk,PROTESTANTISM / CHRISTIANITY
512010000123,Aided Primary Schools,HOI PING CHAMBER OF COMMERCE PRIMARY SCHOOL,700 LAI CHI KOK ROAD KOWLOON,114.15346107,22.33435277,833856.0,821700.0,CO-ED,WHOLE DAY,SHAM SHUI PO,AIDED,PRIMARY,"23875605,27285716",27254961,http://www.hpccps.edu.hk,NOT APPLICABLE
550426000123,Aided Primary Schools,AD&FD OF POK OI HOSPITAL MRS CHENG YAM ON MILLENNIUM SCHOOL,111 SO KWUN WAT ROAD TUEN MUN NEW TERRITORIES,114.00401442,22.3719467,818465.0,825873.0,CO-ED,WHOLE DAY,TUEN MUN,AIDED,PRIMARY,24510088,24510022,http://www.mcyoms.edu.hk,NOT APPLICABLE
550469000123,Aided Primary Schools,THE CHURCH OF CHRIST IN CHINA KEI WAI PRIMARY SCHOOL (MA WAN),12 PAK LAM ROAD MA WAN TSUEN WAN NEW TERRITORIES,114.05954162,22.3510366,824182.0,823552.0,CO-ED,WHOLE DAY,TSUEN WAN,AIDED,PRIMARY,29863111,29863617,http://www.kwmwps.edu.hk,PROTESTANTISM / CHRISTIANITY
554600000123,Aided Primary Schools,ST ANDREW'S CATHOLIC PRIMARY SCHOOL,30 CHUI LING ROAD TSEUNG KWAN O NEW TERRITORIES,114.24876842,22.30428469,843676.0,818372.0,CO-ED,WHOLE DAY,SAI KUNG,AIDED,PRIMARY,22463313,22463535,http://www.sacps.edu.hk,CATHOLICISM
554626000123,Aided Primary Schools,S.K.H. KEI FOOK PRIMARY SCHOOL,555 CHEUNG SHA WAN ROAD SHAM SHUI PO KOWLOON,114.15420816,22.33649312,833933.0,821937.0,CO-ED,WHOLE DAY,SHAM SHUI PO,AIDED,PRIMARY,23871121,23871131,http://www.keifook.edu.hk,PROTESTANTISM / CHRISTIANITY
554669000123,Aided Primary Schools,SALESIAN YIP HON MILLENNIUM PRIMARY SCHOOL,9 SHEK PAI STREET KWAI CHUNG NEW TERRITORIES,114.13754291,22.36426793,832217.0,825013.0,CO-ED,WHOLE DAY,KWAI TSING,AIDED,PRIMARY,24291177,24233616,http://www.syh.edu.hk,CATHOLICISM
554634000123,Aided Primary Schools,CHIU YANG POR YEN PRIMARY SCHOOL,"55 TIN WAH ROAD, TIN SHUI WAI, NEW TERRITORIES",114.00623312,22.46334629,818705.0,835994.0,CO-ED,WHOLE DAY,YUEN LONG,AIDED,PRIMARY,24451666,24487866,http://www.cypy.edu.hk,NOT APPLICABLE
