,Document_No,number,created_at,text,source,user is verified,user has url,user description,user created at,retweet_count,reply_count,like_count,quote_count,followers count,following count,tweet count,listed_count,user location,binary_class,ternary_class,sentiment
73,73,271,9/7/2022 00:45,@TheAngryEpi With no mask mandates and covid and monkeypox which BOTH are airborne...air planes are like a petri dish. Maybe less flights will save some lives :crossed_fingers::crossed_fingers::crossed_fingers::crossed_fingers::crossed_fingers::crossed_fingers: _URL_,Twitter Web App,FALSE,FALSE,"Love science, nature, photography, archaeology, and spirituality. As a person thinketh, so in their heart are they:butterfly: :lady_beetle: :scorpion: :globe_showing_Asia-Australia: :sun_with_face: :first_quarter_moon_face: :tiger_face:",14/1/2019 14:11,1,0,1,0,467,818,17064,1,None,1,1,negative
74,74,273,9/7/2022 00:45,"Wuhan lab now making Monkey Pox's! First China Covid, now this new ravage virus!",Twitter for iPhone,FALSE,FALSE,Freedom and Expression Counts! Pure is Best!,7/1/2022 20:33,0,0,0,0,22,47,1871,0,"Carmel Valley Village, CA",1,1,positive
75,75,279,9/7/2022 00:47,Monkeypox is the new LGBT+ STD in honor of Pride Month...,Twitter Web App,FALSE,FALSE,None,18/8/2009 15:09,0,0,0,0,5,86,511,5,None,1,1,positive
76,76,287,9/7/2022 00:48,"@Monkeypoxmeter the monkeypox virus comes from the laboratories of the CNBv (biotechnology center, Spain) in Madrid, covid-19 is mixed with monkeypox, there is no vaccine because it is monkey pox and not human smallpox, see here: _URL_",Twitter Web App,FALSE,FALSE,333,3/7/2022 10:56,1,0,0,1,4,31,106,0,None,1,1,negative
77,77,289,9/7/2022 00:49,"Covid-19 USA Deaths 1,022,703 &amp; climbing every day! Covid-19 Chinese Deaths, 5,226! Wake up America, the Chinese did this to us! Monkey Pox is here and growing stronger by the day! China is doing all of it, on purpose, and our President is letting them!",Twitter Web App,FALSE,FALSE,None,5/5/2022 17:57,0,0,0,0,16,20,72,0,None,1,1,negative
78,78,294,9/7/2022 00:49,@RealSexyCyborg Is monkeypox airborne?  I'd read about it being passed through the liquid from the sores and that it can last in surfaces for over 30 days :face_screaming_in_fear: but not heard much else. I should really invest in a handheld CO2 monitor…,Twitter for iPhone,FALSE,TRUE,I'm a pissed off millennial talking about Climate Change and reducing Carbon Emissions in Cloud and IT! :recycling_symbol::cloud: Podcast: _URL_,2/11/2011 19:03,0,1,1,0,1260,2470,4162,16,"Manchester, England",1,1,positive
79,79,316,9/7/2022 00:53,The medical writer doesn't care about COVID-19 transmission… and is surprised when no one cares about his monkeypox infection from a wild night of wearing a jockstrap and ejaculating on a steamy dungeon floor. Reprehensible behavior. _URL_,Twitter for iPhone,FALSE,TRUE,tarot reader. ruled by saturn.,12/11/2010 08:28,1,0,1,0,961,896,44670,3,"Los Angeles, CA",1,1,positive
80,80,318,9/7/2022 00:53,"@BuckRoper @R_H_Ebright The ""stuffing it"" is what gives you the monkeypox. Perhaps if some folks could go 2 or 3 weeks without shoving things up their ass; this whole ""emergency"" would go away.",Twitter Web App,FALSE,FALSE,None,10/6/2009 19:13,0,0,1,0,194,358,9129,10,None,1,1,positive
81,81,319,9/7/2022 00:54,@nypost The Monkeypox plague is God's judgment against homosexual men for their abominable behavior. Homosexuals everywhere must repent and return to socially-acceptable norms before it's too late for them to avoid this plague.,Twitter Web App,FALSE,FALSE,Proponent of traditional values and small government. Purveyor of harsh and uncomfortable truths that leftists don't want to hear.,28/4/2022 19:16,0,0,1,0,35,46,2566,0,None,1,1,negative
82,82,320,9/7/2022 00:54,Monkey pox is 300 times deadlier than COVID,Twitter Web App,FALSE,TRUE,Dynamically Disabled Autistic Narcoleptic.  Jewelry Making Instagram: @songbird_custom_jewelry Cash app is $SparrowLikeTheBird She/they bc fuck transphobia,18/4/2018 02:49,0,1,4,0,368,334,26206,1,Colorado,1,1,negative
83,83,321,9/7/2022 00:54,@nypost The LGBTQ community needs to hold off on the anal until this monkeypox situation can be brought under control.,Twitter for Android,FALSE,FALSE,None,13/6/2022 16:06,0,0,2,0,3,73,432,0,"St Augustine, FL",1,1,neutral
84,84,323,9/7/2022 00:55,I believed from the getgo that COVID was engineered by China; &amp; emails between Fauci &amp; others prove it; yet R gov't still denies it. What China has done 2 the U.S. is horrifying. Wuhan is experimenting w/Monkeypox. I've always said the deadliest weapons R the ones U can't see!,Twitter Web App,FALSE,FALSE,Northeastern Graduate with honors,30/3/2015 14:53,0,1,0,0,12,71,6328,0,"Maine, USA",1,1,negative
85,85,335,9/7/2022 00:58,Now Wuhan Lab is working on #monkeypox _URL_,Twitter for iPhone,FALSE,FALSE,"No DM. No Porn. No lists. Catholic. Where law ends, tyranny begins. Jesus is my LORD and my God. Rosary. US Army 62-68.",22/9/2017 16:24,1,0,1,0,620,668,29663,2,United States,1,1,neutral
86,86,351,9/7/2022 01:00,"@EricTopol @CDCgov Reminds me of the times twitter doctors sounded the alarms over: — child liver disease  — brain / heart / vascular disease  — airborne MonkeyPox  All you guys have failed at the most important public health factor, trust.",Twitter for iPhone,FALSE,FALSE,I am a thumb who wears a hat. In the Air Tonight 3:40,24/1/2022 16:47,0,0,0,0,28,223,3489,0,None,1,1,positive
87,87,356,9/7/2022 01:01,Monkey Pox's from the Wuhan Lab! Great another virus!,Twitter for iPhone,FALSE,FALSE,Freedom and Expression Counts! Pure is Best!,7/1/2022 20:33,0,0,0,0,22,47,1871,0,"Carmel Valley Village, CA",1,1,positive
88,88,358,9/7/2022 01:02,"Tucker Carlson Tonight Highlights - 7/8/22: Fauci Created Covid &amp; The CIA Knew About It, American Media Takes Orders From The Chinese Communist Party &amp; The Wuhan Lab Is Working On Monkeypox Viruses _URL_",Twitter Web App,FALSE,TRUE,@AJWasRight - Posts all INFOWARS Articles - @introwars _URL_ _URL_ / _URL_ _URL_ (Not @RealAlexJones),9/2/2021 19:01,62,18,104,4,6489,286,7657,21,Deep In The INFOWARS Archives,1,1,neutral
89,89,364,9/7/2022 01:03,@BrianLenzkes So is Monkeypox shingles ? Or is this just another assumption???,Twitter for iPhone,FALSE,FALSE,None,28/6/2017 02:09,0,0,0,0,172,589,1667,2,"Shreveport, LA",1,1,neutral
90,90,367,9/7/2022 01:03,Washington state approved for nearly 400 courses of monkeypox vaccine _URL_ shut up you fucken liars with this fake ass shit!!! all of you trying to scam people have THE JACK ASS POX!!!!,Twitter Web App,FALSE,FALSE,None,30/8/2016 02:37,0,0,0,0,2,36,474,0,None,1,1,negative
91,91,395,9/7/2022 01:09,"In addition, Wuhan isn't just working on Monkeypox, they are assembling new Monkeypox viruses. We are already being warned about that. China is hell bent on destroying America and Joe Biden is all in on it.",Twitter Web App,FALSE,FALSE,Northeastern Graduate with honors,30/3/2015 14:53,0,0,0,0,12,71,6328,0,"Maine, USA",1,1,negative
92,92,400,9/7/2022 01:10,My message to the people running swinger clubs and adult entertainment venues is simple: this is a time of disease and peril.  Stop enabling consenting adults to attend orgies to reduce the risk of monkeypox. 700 people are at mortal risk. Do it now. _URL_,Twitter for Android,FALSE,FALSE,Family office investment analyst with a prospective ETF in the works.,20/4/2016 19:53,0,0,0,0,98,169,1082,2,None,1,1,positive
93,93,405,9/7/2022 01:12,China is now working on Monkey Pox.,Twitter for Android,FALSE,FALSE,"Realistically Conservative. Veteran, BBA , Uderstands the 100 year Marathon. Anti CLIMATE control. Love Trains. Pro Life. MAGA. Evaluate. Trump2024. No Rhinos.",2/4/2018 19:26,2,0,2,0,2688,4792,41731,5,"Kansas, USA",1,1,negative
94,94,421,9/7/2022 01:15,"@jonnymustang64 @Patrick06173 @MLive You are clearly over looking the simple fact, monkey pox is thriving in the gay community, men on men sex. You can't dispute it. Calling someone a bigot doesn't change reality, Jonny!",Twitter Web App,FALSE,FALSE,None,17/2/2019 21:06,0,1,0,0,29,279,3092,0,None,1,1,positive
95,95,423,9/7/2022 01:16,"@Raggmuff @stacyhrae @hodgetwins Monkeypox is just a testing of the media, and trying out the gullibility of people. Its trying out the waters. Fake news",Twitter for Android,FALSE,FALSE,None,18/8/2012 13:57,0,0,0,0,0,3,798,0,None,1,1,negative
96,96,424,9/7/2022 01:16,"Today is July 8, 2022 and there still is no evidence that viruses exist! #Truth #viral #quote #quotes #virus #monkeypox #COVID19 #FridayVibes #Twitter #ElonMusk #ShinzoAbe #YetToCome",Twitter for iPhone,FALSE,TRUE,"Founder and CEO, Science Defined and Founder, Scientists for Health Freedom. Scientist displaced via COVID jab mandate. Christ is Lord. On GETTR @MikeDonio",11/2/2011 00:08,18,5,62,2,20660,853,1821,32,None,1,1,neutral
97,97,425,9/7/2022 01:16,"@nypost I have a vaccine for the monkey pox. It's called ""dontstickyourdickinamansass"". It's free. And costs the taxpayers nothing",Twitter for iPhone,FALSE,FALSE,None,5/5/2022 17:33,0,0,2,0,9,113,331,0,None,1,1,positive
98,98,441,9/7/2022 01:21,@DrEliDavid Back to covid variants since monkeypox didn't create the panic media was hoping for.,Twitter for Android,FALSE,FALSE,"Retired firefighter/paramedic IAFF(Ret'd), exercise is key to good mental health, workout addict, self def instructor, camaro owner #TrudeauWorstPMEver :syringe::syringe::prohibited:",23/1/2012 02:04,0,0,1,0,3289,4994,70831,13,"Central Okanagan, British Colu",1,1,neutral
99,99,454,9/7/2022 01:25,The Wuhan lab is now experimenting with Monkey pox virus. What could go wrong. Nothing to see here.,Twitter for iPhone,FALSE,FALSE,None,4/10/2021 16:41,0,0,2,0,4,78,78,0,None,1,1,negative
100,100,455,9/7/2022 01:25,Surprise!:woman_facepalming_medium-light_skin_tone: (Not really) Still trying to shut it down before #Elections2022. #LiberalWorldOrder #itshappening #monkeypox #pandemic #lockdown _URL_,Twitter for Android,FALSE,TRUE,":United_States: Pro-Life :baby_medium-light_skin_tone: before SCOTUS made it cool! :two_hearts:Christ Follower:folded_hands_light_skin_tone: • Digital Creator :laptop:• Grateful, Blessed Mom of a Fiercely Strong Female :latin_cross: :volleyball::heart_suit:• ULTRA:United_States:",5/1/2012 12:05,0,0,0,0,955,1099,457,3,"Kentucky, USA",1,1,negative
101,101,456,9/7/2022 01:25,"In tonight's show, he virtually proves that almost our entire government has been working for China, to destroy us, and it started in Wuhan, which is now working on Gain of Function Monkey Pox, to finish us! _URL_",Twitter Web App,FALSE,TRUE,"Liberty Warrior and Author of ""The Universal Individual Rights Project"" ( The Book is at Amazon ). A Worldwide Freedom Movement.",29/1/2017 19:08,0,0,0,0,121,104,30721,1,"Colorado, USA",1,1,positive
102,102,489,9/7/2022 01:36,@murder_turd @scrowder Dude. Play with shit all you want.  Use a condom. Monkey Pox is out there.,Twitter for Android,FALSE,FALSE,FOAD,6/2/2022 13:19,0,1,0,0,17,19,1935,2,None,1,1,negative
103,103,496,9/7/2022 01:38,no grindr during MONKEY POX ! :nauseated_face:,Twitter for iPhone,FALSE,FALSE,cuntism @itsfinest,22/9/2021 18:57,0,0,0,0,18,18,135,0,None,1,1,negative
104,104,505,9/7/2022 01:40,"@rweingarten Covid is over. It's as over as any other common cold. No one cares. The monkeypox scare didn't work, so now you're gonna try this one again. F-off.",Twitter Web App,FALSE,FALSE,"""The future you deserve, is the future that you serve."" - Neuroticfish I will not comply. Non GMO:prohibited::syringe: INTP-t",4/4/2022 20:14,0,0,0,0,58,124,2599,0,None,1,1,negative
105,105,506,9/7/2022 01:40,"More from Planet Covid  Check out the fear porn from Covid Cult ground zero San Francisco. Monkey Pox!!!  ""We have no time to spare!"" Go fuck right off! _URL_",Twitter for iPhone,FALSE,FALSE,"Fiercely Independent Truth Seeker and Defender of Freedom, Native Texan Imprisoned in California",29/8/2020 19:55,0,1,3,0,1210,754,45714,4,Antarctica,1,1,positive
106,106,509,9/7/2022 01:41,Wuhan Lab is now working on making a new virus; Monkeypox! _URL_,Twitter for iPhone,FALSE,FALSE,"Florida native, California transplant. Average guy living the American Dream. Recently locked out of my old account: @800Conspiracy",7/7/2022 22:35,0,0,0,0,8,50,380,1,"Riverside, CA",1,1,positive
107,107,521,9/7/2022 01:43,"@TexasDesign1 @Darb90485731 @FOX4 I may be blocked but the best protection from monkey pox, is to mask up. _URL_",Twitter for iPhone,FALSE,TRUE,The Federal government today acts more like it was founded on the Communist Manifesto rather than the US Constitution.,2/12/2021 13:59,0,1,2,0,543,310,2145,0,"Coppell, TX",1,1,positive
108,108,522,9/7/2022 01:44,Biden doesn't want to know where Covid came from. China pays him to be quiet. Wuhan is now inventing its own monkey pox to study it. Is the world in for another pandemic - once again man-made? Is Fauci up to his eyeballs again?_URL_ via @YouTube,Twitter for iPhone,FALSE,TRUE,"American :United_States: Patriot. The devil whispered, ""you cannot withstand the storm."" I whispered back, ""I am a child of God, a woman of faith. I am the storm.""",12/1/2010 15:32,0,0,0,0,4203,4994,76029,150,United States,1,1,positive
109,109,553,9/7/2022 01:50,@TexasLindsay Remember: monkeypox is spread primarily among gays. Don't be afraid of MP.,Twitter for Android,FALSE,FALSE,Retired Intellectual Property Attorney,27/4/2022 22:38,0,0,0,0,2,38,297,0,United States,1,1,negative
110,110,566,9/7/2022 01:53,@katie8491 @Dingleberry888 @Angela787 See above in thread. The UK always had monkeypox listed as airborne. The narrative relayed by NSW Health is not entirely correct.,Twitter for iPad,FALSE,FALSE,Still digesting 2020 and all its ramifications.I'm on Twitter to help amplify the voice of everyday people fighting against forced infection with SARS.,15/3/2020 15:08,2,1,3,0,4453,4187,26076,7,Sydney,1,1,neutral
111,111,573,9/7/2022 01:55,So is the K in monkeypox silent or something?,Twitter Web App,FALSE,FALSE,"silversmith, cyberspace memetics purveyor, music enjoyer, entheogenic inspiration, herbalism, mycology, freediving and SCUBA",24/11/2011 04:28,0,0,1,0,405,1738,3872,18,VT,1,1,neutral
112,112,576,9/7/2022 01:56,"@melbstormrocks They have all the strains to keep the propaganda wheel of fear turning, Monkey Pox didn't work, they even discussed changing its name. So no, not our fault",Twitter for iPhone,FALSE,FALSE,lurking in the shadows Gab: @DuppyWarrior,11/3/2018 00:56,0,0,1,0,2716,2860,57011,3,Australia,1,1,negative
113,113,595,9/7/2022 01:59,@CDCgov @CDCDirector I know this isn't you. You wouldn't be sweating with worry from any pandemic. #CovidIsNotOver #COVIDisAirborne #MonkeypoxisAirborne #monkeypox _URL_,Twitter for iPhone,FALSE,FALSE,Local Communista in capitalism detox. #M4A #30HRWorkWeek #4DayWorkWeek #UBI #ZeroCOVID #N95 #LandBack #AntiImperialist Perspectives/info shared. They/We/Ours,17/2/2020 15:48,0,0,0,0,240,1742,39343,1,Our Mother's House,1,1,neutral
114,114,610,9/7/2022 02:01,"@drweitl Nope, because he's just another shill for the big pharma medical complex. Shingles, monkeypox its all made up nonsense. This is body detox from BIG FOOD and BIG PHARMA. So what do they do? They diagnose a scam disease and then fake medicine which stops detox symptoms.",Twitter Web App,FALSE,FALSE,Retired but still active,2/7/2009 00:40,0,1,1,0,587,596,28508,5,USA,1,1,negative
115,115,611,9/7/2022 02:01,@Steve_Sailer So is it like chicken pox or something ? Why gays? Fecal to oral like aids ? We all had chicken pox as children and that rips through daycares just through touching skin &amp; clothes. Why is monkey pox more like aids &amp; less like chicken pox when it comes to transmission ?,Twitter for iPhone,FALSE,FALSE,None,1/4/2013 16:22,0,1,1,0,132,429,7098,1,None,1,1,negative
116,116,621,9/7/2022 02:03,"Tedros is ""concerned by the scale and spread"" of shingles from injection injuries. I mean, Monkeypox. _URL_",Twitter for Android,FALSE,FALSE,Army Veteran  Leeds United Fan No DMs  GETTR @natty1976,19/7/2020 10:33,1,0,1,0,404,432,9000,1,None,1,1,negative
117,117,631,9/7/2022 02:06,Starting to think the monkeypox is actually a new HIV and maybe not related to a pox,Twitter for iPhone,FALSE,FALSE,Graphic Designer. Anime lover. Japan enthusiast. 1987.,21/4/2008 11:08,0,0,0,0,213,4802,17254,8,South Dakota,1,1,positive
118,118,633,9/7/2022 02:07,"@nypost If your partner has monkey pox, don't have sex.",Twitter for Android,FALSE,FALSE,"family-loving, knitting ninja nana that's politically-interested, super-savvy and smarter than she lets on, Iowa Mom",22/6/2019 21:50,0,0,0,0,51,127,14696,0,None,1,1,negative
119,119,635,9/7/2022 02:08,@AlanBixter I wonder if the people that have Monkeypox have had COVID? Were they vaccinated against COVID?,Twitter Web App,FALSE,FALSE,"A nobody from nowhere important. Spare me from climate deniers, bigots, racists, RWNJs, anti-vaxxers etc",5/1/2019 04:29,0,0,1,0,642,1558,58860,6,None,1,1,neutral
120,120,636,9/7/2022 02:08,"@Steve_Sailer If you don't want to get Monkeypox, it seems to me all you need to do is not have sex with multiple random people...whether at a bathhouse, party, or in your living room. The hysterical, fear mongering articles about Monkeypox are ridiculous...I can't take ""scientists"" seriously",Twitter for Android,FALSE,FALSE,"I'm here for news, politics, debate, funny memes, travel stories, random interesting facts, and animal videos. Former New Yorker, now a proud Arizonan.",16/7/2010 14:07,1,0,6,0,163,285,15015,2,"Phoenix, AZ",1,1,negative
121,121,639,9/7/2022 02:09,"I still haven't heard of any unvaccinated people getting Bell's palsy, shingles, monkeypox, myocarditis, or dropping dead from Sudden Adult Death Syndrome (SADS).  Has anyone else?",Twitter Web App,FALSE,TRUE,Former Congresswoman & 2008 Presidential Nominee for the Green Party.,3/1/2009 04:02,549,134,1724,47,54143,2120,25046,731,"Atlanta, GA",1,1,negative
